,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:06:50.321909Z,84,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:06:50.837803Z,84,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:06:51.303986Z,84,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:06:51.746276Z,84,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:06:52.267667Z,85,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:06:52.790028Z,85,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:06:53.233802Z,86,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:06:53.753847Z,86,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:06:54.28892Z,86,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:06:54.801974Z,88,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:07:30.268933Z,101,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:07:30.768601Z,101,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:07:31.292087Z,101,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:07:31.725936Z,101,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:07:32.254305Z,101,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:07:32.702127Z,101,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:07:33.213556Z,101,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:07:33.739641Z,101,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:07:34.276915Z,101,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:07:34.792087Z,101,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:08:10.768583Z,60,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:08:11.190376Z,60,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:08:11.715216Z,60,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:08:12.41381Z,60,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:08:12.763657Z,60,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:08:13.377131Z,60,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:08:13.731703Z,61,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:08:14.252303Z,61,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:08:14.689297Z,61,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:08:15.478401Z,61,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:08:50.22076Z,62,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:08:50.916512Z,62,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:08:51.44088Z,62,heartRate,test,R02_000D,AL
,,0,2024-10-19T15:06:40Z,2024-10-19T15:39:52.507Z,2024-10-19T15:08:51.703074Z,61,heartRate,test,R02_000D,AL
